"time","new.core.id","depth_bottom","sample.type","interval","pool_label","id","species","d15n","n_pct","d13c","c_pct","total_volume_cm3","depth_top","sample.type2","g_core"
"t2","DS07",5,"rhizomes","2_5","rhizomes 5cm","DS07-rhizomes 5cm","DS",1382.262812,0.0097,-15.24189431,0.367799095,235.619,2,"rhizomes",2.9492
"t2","DS07",10,"coarse roots","5_10","coarse roots 10cm","DS07-coarse roots 10cm","DS",987.0467654,0.00998,-14.87320118,0.297787419,392.699,5,"coarse roots",0.1798
"t2","DS07",10,"dead biomass","5_10","dead biomass 10cm","DS07-dead biomass 10cm","DS",197.3690214,0.00805154,-14.06234746,0.342967895,392.699,5,"dead biomass",20.114
"t2","DS07",10,"fine roots","5_10","fine roots 10cm","DS07-fine roots 10cm","DS",2336.190436,0.0122,-14.72651929,0.359470339,392.699,5,"fine roots",0.1154
"t2","DS07",10,"rhizomes","5_10","rhizomes 10cm","DS07-rhizomes 10cm","DS",281.5170298,0.00599,-14.95323148,0.363055821,392.699,5,"rhizomes",1.56
"t2","DS07",15,"coarse roots","10_15","coarse roots 15cm","DS07-coarse roots 15cm","DS",144.8232574,0.00956894,-14.7071797,0.258295732,392.699,10,"coarse roots",0.1108
"t2","DS07",15,"dead biomass","10_15","dead biomass 15cm","DS07-dead biomass 15cm","DS",19.27098806,0.009327098,-13.71765621,0.371683033,392.699,10,"dead biomass",23.342
"t2","DS07",15,"fine roots","10_15","fine roots 15cm","DS07-fine roots 15cm","DS",950.1054701,0.00833,-14.50982894,0.276425527,392.699,10,"fine roots",0.1006
"t2","DS07",15,"rhizomes","10_15","rhizomes 15cm","DS07-rhizomes 15cm","DS",77.41329409,0.003402215,-13.72877714,0.308619634,392.699,10,"rhizomes",0.087
"t2","DS07",20,"coarse roots","15_20","coarse roots 20cm","DS07-coarse roots 20cm","DS",NA,NA,NA,NA,392.699,15,"coarse roots",0.0094
"t2","DS07",20,"dead biomass","15_20","dead biomass 20cm","DS07-dead biomass 20cm","DS",7.187857549,0.008441075,-13.43640882,0.361406832,392.699,15,"dead biomass",15.408
"t2","DS07",20,"fine roots","15_20","fine roots 20cm","DS07-fine roots 20cm","DS",1340.899706,0.011920784,-13.51199877,0.366507498,392.699,15,"fine roots",0.0402
"t2","DS07",20,"rhizomes","15_20","rhizomes 20cm","DS07-rhizomes 20cm","DS",13.65028447,0.003567188,-13.01357097,0.358759886,392.699,15,"rhizomes",0.032
"t2","DS07",30,"coarse roots","20_30","coarse roots 30cm","DS07-coarse roots 30cm","DS",6.532987415,0.007577417,-13.76783983,0.291995469,785.398,20,"coarse roots",0.0814
"t2","DS07",30,"dead biomass","20_30","dead biomass 30cm","DS07-dead biomass 30cm","DS",4.482627893,0.011313973,-13.20593735,0.299752905,785.398,20,"dead biomass",26.188
"t2","DS07",30,"fine roots","20_30","fine roots 30cm","DS07-fine roots 30cm","DS",6.540828565,0.008516038,-13.45009233,0.427155712,785.398,20,"fine roots",0.0472
"t2","DS07",30,"rhizomes","20_30","rhizomes 30cm","DS07-rhizomes 30cm","DS",4.079963619,0.005992937,-13.00027887,0.349183886,785.398,20,"rhizomes",0.0766
"t4","DS08",NA,"dead leaf","above","dead leaf","DS08-dead leaf","DS",90.59024494,0.01332576,-14.84630611,0.332715464,NA,NA,"dead leaf",0.0508
"t4","DS08",NA,"decomp layer","above","decomp layer","DS08-decomp layer","DS",106.7358071,0.009788705,-16.43009915,0.196404813,NA,NA,"decomp layer",1.1737
"t4","DS08",NA,"leaf 1","above","leaf 1","DS08-leaf 1","DS",3978.704063,0.02356445,-15.97490977,0.331561464,NA,NA,"leaf",0.0394
"t4","DS08",NA,"leaf 10","above","leaf 10","DS08-leaf 10","DS",1163.512978,0.019578059,-15.78280428,0.288080275,NA,NA,"leaf",0.0279
"t4","DS08",NA,"leaf 11","above","leaf 11","DS08-leaf 11","DS",195.3768264,0.014979182,-15.40565763,0.323589087,NA,NA,"leaf",0.0051
"t4","DS08",NA,"leaf 2","above","leaf 2","DS08-leaf 2","DS",3390.735009,0.022571089,-16.31075019,0.322175065,NA,NA,"leaf",0.1132
"t4","DS08",NA,"leaf 3","above","leaf 3","DS08-leaf 3","DS",3063.416065,0.022919996,-16.20260798,0.375938092,NA,NA,"leaf",0.1454
"t4","DS08",NA,"leaf 4","above","leaf 4","DS08-leaf 4","DS",1914.564969,0.024427505,-16.23056633,0.368890065,NA,NA,"leaf",0.1521
"t4","DS08",NA,"leaf 5","above","leaf 5","DS08-leaf 5","DS",1326.634515,0.019472986,-15.95257485,0.333091353,NA,NA,"leaf",0.1588
"t4","DS08",NA,"leaf 6","above","leaf 6","DS08-leaf 6","DS",1454.378463,0.020183212,-15.97761437,0.32673208,NA,NA,"leaf",0.1423
"t4","DS08",NA,"leaf 7","above","leaf 7","DS08-leaf 7","DS",1049.637269,0.020533603,-15.9541617,0.328699711,NA,NA,"leaf",0.1289
"t4","DS08",NA,"leaf 8","above","leaf 8","DS08-leaf 8","DS",972.1541783,0.019619087,-15.94231101,0.337043245,NA,NA,"leaf",0.1135
"t4","DS08",NA,"leaf 9","above","leaf 9","DS08-leaf 9","DS",962.9125611,0.020502173,-15.83381415,0.346829161,NA,NA,"leaf",0.0695
"t4","DS08",NA,"microbe mat","above","microbe mat","DS08-microbe mat","DS",359.2082979,0.013904399,-17.9993253,0.163800403,NA,NA,"microbe mat",1.8993
"t4","DS08",NA,"standing dead","above","standing dead","DS08-standing dead","DS",118.707567,0.010002279,-15.27981075,0.32643926,NA,NA,"standing dead",0.956
"t4","DS08",NA,"stems","above","stems","DS08-stems","DS",1947.999445,0.011479006,-15.27234474,0.355230282,NA,NA,"stems",2.566
"t4","DS08",2,"coarse roots","0_2","coarse roots 2cm","DS08-coarse roots 2cm","DS",3174.448442,0.011771886,-15.20798811,0.340484377,157.08,0,"coarse roots",0.048
"t4","DS08",2,"dead biomass","0_2","dead biomass 2cm","DS08-dead biomass 2cm","DS",349.0581687,0.011065036,-15.50662467,0.326671112,157.08,0,"dead biomass",5.644
"t4","DS08",2,"fine roots","0_2","fine roots 2cm","DS08-fine roots 2cm","DS",3927.253817,0.01016166,-14.68983262,0.315402321,157.08,0,"fine roots",0.036
"t4","DS08",2,"rhizomes","0_2","rhizomes 2cm","DS08-rhizomes 2cm","DS",1848.371378,0.01019832,-14.95583183,0.319237131,157.08,0,"rhizomes",1.112
"t4","DS08",5,"coarse roots","2_5","coarse roots 5cm","DS08-coarse roots 5cm","DS",1238.630522,0.009354506,-14.84406423,0.345875506,235.619,2,"coarse roots",0.222
"t4","DS08",5,"dead biomass","2_5","dead biomass 5cm","DS08-dead biomass 5cm","DS",727.0650078,0.008879749,-14.59824416,0.355134599,235.619,2,"dead biomass",16.834
"t4","DS08",5,"fine roots","2_5","fine roots 5cm","DS08-fine roots 5cm","DS",2746.593812,0.009414334,-14.55306547,0.327886326,235.619,2,"fine roots",0.164
"t4","DS08",5,"rhizomes","2_5","rhizomes 5cm","DS08-rhizomes 5cm","DS",1069.111467,0.009506885,-15.14003635,0.312295772,235.619,2,"rhizomes",4.0274
"t4","DS08",10,"coarse roots","5_10","coarse roots 10cm","DS08-coarse roots 10cm","DS",802.2821512,0.010008257,-14.6762751,0.29789649,392.699,5,"coarse roots",0.254
"t4","DS08",10,"dead biomass","5_10","dead biomass 10cm","DS08-dead biomass 10cm","DS",109.4637566,0.007013314,-13.84643545,0.373183005,392.699,5,"dead biomass",25.652
"t4","DS08",10,"fine roots","5_10","fine roots 10cm","DS08-fine roots 10cm","DS",1378.640906,0.009764326,-14.48666712,0.316860786,392.699,5,"fine roots",0.136
"t4","DS08",10,"rhizomes","5_10","rhizomes 10cm","DS08-rhizomes 10cm","DS",249.4026005,0.009712963,-15.16966466,0.314784904,392.699,5,"rhizomes",1.698
"t4","DS08",15,"coarse roots","10_15","coarse roots 15cm","DS08-coarse roots 15cm","DS",919.7422335,0.015271775,-14.91344924,0.297237941,392.699,10,"coarse roots",0.12
"t4","DS08",15,"dead biomass","10_15","dead biomass 15cm","DS08-dead biomass 15cm","DS",36.96730523,0.006965628,-13.29862055,0.390966875,392.699,10,"dead biomass",17.626
"t4","DS08",15,"fine roots","10_15","fine roots 15cm","DS08-fine roots 15cm","DS",1294.524023,0.00882461,-14.09755113,0.332836076,392.699,10,"fine roots",0.126
"t4","DS08",15,"rhizomes","10_15","rhizomes 15cm","DS08-rhizomes 15cm","DS",15.47952891,0.004483577,-14.26771299,0.31349897,392.699,10,"rhizomes",0.154
"t4","DS08",20,"coarse roots","15_20","coarse roots 20cm","DS08-coarse roots 20cm","DS",379.1766656,0.008541698,-14.14839825,0.285390684,392.699,15,"coarse roots",0.0444
"t4","DS08",20,"dead biomass","15_20","dead biomass 20cm","DS08-dead biomass 20cm","DS",14.63847507,0.011698787,-13.54154256,0.377547494,392.699,15,"dead biomass",13.646
"t4","DS08",20,"fine roots","15_20","fine roots 20cm","DS08-fine roots 20cm","DS",1680.107774,0.01202297,-14.69524621,0.287181745,392.699,15,"fine roots",0.0418
"t4","DS08",30,"coarse roots","20_30","coarse roots 30cm","DS08-coarse roots 30cm","DS",145.8150545,0.007344906,-14.13835206,0.275121853,785.398,20,"coarse roots",0.124
"t4","DS08",30,"dead biomass","20_30","dead biomass 30cm","DS08-dead biomass 30cm","DS",3.880119869,0.012608543,-12.84465109,0.369226683,785.398,20,"dead biomass",18.456
"t4","DS08",30,"fine roots","20_30","fine roots 30cm","DS08-fine roots 30cm","DS",348.628095,0.007622161,-13.6873487,0.300465584,785.398,20,"fine roots",0.056
"t3","DS09",NA,"dead leaf","above","dead leaf","DS09-dead leaf","DS",850.06635,0.015062334,-16.33451791,0.270560099,NA,NA,"dead leaf",0.0218
"t3","DS09",NA,"decomp layer","above","decomp layer","DS09-decomp layer","DS",154.9080545,0.009779514,-17.03581002,0.275659334,NA,NA,"decomp layer",0.7154
"t3","DS09",NA,"leaf 1","above","leaf 1","DS09-leaf 1","DS",3029.364663,0.0284123,-16.15422814,0.351298468,NA,NA,"leaf",0.0531
"t3","DS09",NA,"leaf 2","above","leaf 2","DS09-leaf 2","DS",3160.65696,0.031143274,-15.99979532,0.386767854,NA,NA,"leaf",0.1125
"t3","DS09",NA,"leaf 3","above","leaf 3","DS09-leaf 3","DS",3070.184933,0.025459323,-16.18880326,0.341711491,NA,NA,"leaf",0.1472
"t3","DS09",NA,"leaf 4","above","leaf 4","DS09-leaf 4","DS",2293.449971,0.024915387,-16.23546318,0.346652512,NA,NA,"leaf",0.1498
"t3","DS09",NA,"leaf 5","above","leaf 5","DS09-leaf 5","DS",1679.578744,0.026554,-16.27576393,0.396937819,NA,NA,"leaf",0.1432
"t3","DS09",NA,"leaf 6","above","leaf 6","DS09-leaf 6","DS",1480.37809,0.024853959,-16.33868311,0.364367997,NA,NA,"leaf",0.1371
"t3","DS09",NA,"leaf 7","above","leaf 7","DS09-leaf 7","DS",1376.714095,0.028103532,-16.33370947,0.386615721,NA,NA,"leaf",0.115
"t3","DS09",NA,"leaf 8","above","leaf 8","DS09-leaf 8","DS",1614.556654,0.026490544,-16.38543804,0.35835914,NA,NA,"leaf",0.0742
"t3","DS09",NA,"leaf 9","above","leaf 9","DS09-leaf 9","DS",1144.393004,0.026680279,-16.41534803,0.35705435,NA,NA,"leaf",0.0684
"t3","DS09",NA,"standing dead","above","standing dead","DS09-standing dead","DS",70.41531503,0.007466981,-15.62615242,0.331852478,NA,NA,"standing dead",4.5364
"t3","DS09",NA,"stems","above","stems","DS09-stems","DS",1975.558195,0.011864523,-15.68229747,0.366179949,NA,NA,"stems",2.2663
"t3","DS09",2,"coarse roots","0_2","coarse roots 2cm","DS09-coarse roots 2cm","DS",1939.664216,0.009408417,-14.93220656,0.346025244,157.08,0,"coarse roots",0.4632
"t3","DS09",2,"dead biomass","0_2","dead biomass 2cm","DS09-dead biomass 2cm","DS",692.4409701,0.008699068,-14.7205985,0.361056686,157.08,0,"dead biomass",4.418
"t3","DS09",2,"fine roots","0_2","fine roots 2cm","DS09-fine roots 2cm","DS",4981.4036935,0.0077347505,-13.863044435,0.3190764805,157.08,0,"fine roots",0.2056
"t3","DS09",2,"rhizomes","0_2","rhizomes 2cm","DS09-rhizomes 2cm","DS",1532.424229,0.010755204,-14.89396491,0.343139185,157.08,0,"rhizomes",2.2482
"t3","DS09",5,"coarse roots","2_5","coarse roots 5cm","DS09-coarse roots 5cm","DS",2844.430401,0.007775182,-14.31322147,0.348838918,235.619,2,"coarse roots",0.418
"t3","DS09",5,"dead biomass","2_5","dead biomass 5cm","DS09-dead biomass 5cm","DS",536.5142463,0.009642778,-14.86675162,0.396217752,235.619,2,"dead biomass",12.878
"t3","DS09",5,"fine roots","2_5","fine roots 5cm","DS09-fine roots 5cm","DS",4015.033085,0.010805851,-14.5612352,0.359494825,235.619,2,"fine roots",0.1552
"t3","DS09",5,"rhizomes","2_5","rhizomes 5cm","DS09-rhizomes 5cm","DS",1495.947434,0.0100523335,-14.89682363,0.345038831,235.619,2,"rhizomes",4.1966
"t3","DS09",10,"coarse roots","5_10","coarse roots 10cm","DS09-coarse roots 10cm","DS",852.1038745,0.012144603,-14.93097525,0.3462701,392.699,5,"coarse roots",0.2066
"t3","DS09",10,"crab","5_10","crab 10cm","DS09-crab 10cm","DS",1.958353501,0.014445877,-14.8695107,0.141919823,392.699,5,"crab",0.5962
"t3","DS09",10,"dead biomass","5_10","dead biomass 10cm","DS09-dead biomass 10cm","DS",116.8449353,0.010065124,-14.08185166,0.390764091,392.699,5,"dead biomass",14.654
"t3","DS09",10,"fine roots","5_10","fine roots 10cm","DS09-fine roots 10cm","DS",863.3228987,0.011006636,-14.32736127,0.360118148,392.699,5,"fine roots",0.2072
"t3","DS09",10,"rhizomes","5_10","rhizomes 10cm","DS09-rhizomes 10cm","DS",867.6619544,0.008591985,-14.90855877,0.34185422,392.699,5,"rhizomes",1.2126
"t3","DS09",15,"coarse roots","10_15","coarse roots 15cm","DS09-coarse roots 15cm","DS",1907.582546,0.022728836,-15.06650312,0.301328433,392.699,10,"coarse roots",0.0094
"t3","DS09",15,"dead biomass","10_15","dead biomass 15cm","DS09-dead biomass 15cm","DS",13.93076126,0.011183434,-13.93717679,0.399651217,392.699,10,"dead biomass",13.15
"t3","DS09",15,"fine roots","10_15","fine roots 15cm","DS09-fine roots 15cm","DS",567.6863926,0.01084086,-13.92983516,0.367911255,392.699,10,"fine roots",0.051
"t3","DS09",15,"rhizomes","10_15","rhizomes 15cm","DS09-rhizomes 15cm","DS",88.93538206,0.003504317,-14.81864302,0.373648526,392.699,10,"rhizomes",0.0728
"t3","DS09",20,"coarse roots","15_20","coarse roots 20cm","DS09-coarse roots 20cm","DS",27.03708657,0.006255823,-13.56383842,0.326541692,392.699,15,"coarse roots",0.0492
"t3","DS09",20,"dead biomass","15_20","dead biomass 20cm","DS09-dead biomass 20cm","DS",11.02975187,0.010605206,-13.55388431,0.3800615,392.699,15,"dead biomass",14.786
"t3","DS09",20,"fine roots","15_20","fine roots 20cm","DS09-fine roots 20cm","DS",257.525534,0.007644306,-13.06857743,0.362235631,392.699,15,"fine roots",0.0608
"t3","DS09",20,"rhizomes","15_20","rhizomes 20cm","DS09-rhizomes 20cm","DS",20.53332245,0.009873915,-13.3128273,0.474821797,392.699,15,"rhizomes",0.1042
"t3","DS09",30,"coarse roots","20_30","coarse roots 30cm","DS09-coarse roots 30cm","DS",33.85780392,0.006604276,-13.55248687,0.364864306,785.398,20,"coarse roots",1.4038
"t3","DS09",30,"dead biomass","20_30","dead biomass 30cm","DS09-dead biomass 30cm","DS",15.28446812,0.009259555,-13.51234326,0.343057561,785.398,20,"dead biomass",38.316
"t3","DS09",30,"fine roots","20_30","fine roots 30cm","DS09-fine roots 30cm","DS",23.21830012,0.006691831,-12.96163386,0.318220493,785.398,20,"fine roots",0.0278
"t3","DS09",30,"rhizomes","20_30","rhizomes 30cm","DS09-rhizomes 30cm","DS",13.506364605,0.0079055995,-13.641217625,0.360778595,785.398,20,"rhizomes",0.0726
"t0","DS13",NA,"dead leaf","above","dead leaf","DS13-dead leaf","DS",6.022454426,0.0087,-15.46179304,0.372049286,NA,NA,"dead leaf",0.1829
"t0","DS13",NA,"leaf 1","above","leaf 1","DS13-leaf 1","DS",7.429139493,0.02199,-15.35879676,0.383828828,NA,NA,"leaf",0.118
"t0","DS13",NA,"leaf 2","above","leaf 2","DS13-leaf 2","DS",7.563730722,0.02367,-15.53968604,0.331722887,NA,NA,"leaf",0.1828
"t0","DS13",NA,"leaf 3","above","leaf 3","DS13-leaf 3","DS",7.467291187,0.02457,-15.69817593,0.349600929,NA,NA,"leaf",0.2033
"t0","DS13",NA,"leaf 4","above","leaf 4","DS13-leaf 4","DS",7.324649358,0.02519,-15.81962564,0.340201212,NA,NA,"leaf",0.1655
"t0","DS13",NA,"leaf 5","above","leaf 5","DS13-leaf 5","DS",6.994691051,0.02511,-15.85705949,0.362448709,NA,NA,"leaf",0.1238
"t0","DS13",NA,"leaf 6","above","leaf 6","DS13-leaf 6","DS",6.844494615,0.02219,-15.78754093,0.338687545,NA,NA,"leaf",0.0724
"t0","DS13",NA,"leaf 7","above","leaf 7","DS13-leaf 7","DS",6.737163322,0.0229,-15.67402422,0.352697199,NA,NA,"leaf",0.03
"t0","DS13",NA,"leaf 8","above","leaf 8","DS13-leaf 8","DS",6.3197304,0.02165,-15.66989536,0.343104641,NA,NA,"leaf",0.013
"t0","DS13",NA,"leaf 9","above","leaf 9","DS13-leaf 9","DS",NA,NA,NA,NA,NA,NA,"leaf",0.0049
"t0","DS13",NA,"standing dead","above","standing dead","DS13-standing dead","DS",4.678379742,0.00713,-15.3500239,0.371476961,NA,NA,"standing dead",2.8118
"t0","DS13",NA,"stems","above","stems","DS13-stems","DS",6.154302064,0.0117,-15.22652783,0.374546205,NA,NA,"stems",1.9079
"t3","DS10",NA,"dead leaf","above","dead leaf","DS10-dead leaf","DS",303.6824636,0.008932079,-16.23639372,0.308576851,NA,NA,"dead leaf",0.0491
"t3","DS10",NA,"decomp layer","above","decomp layer","DS10-decomp layer","DS",116.8744023,0.01154422,-15.57028623,0.245495187,NA,NA,"decomp layer",0.497
"t3","DS10",NA,"leaf 1","above","leaf 1","DS10-leaf 1","DS",4711.818527,0.022409607,-16.41438704,0.328471383,NA,NA,"leaf",0.0457
"t3","DS10",NA,"leaf 2","above","leaf 2","DS10-leaf 2","DS",5180.551657,0.023252664,-15.97061485,0.386757287,NA,NA,"leaf",0.0955
"t3","DS10",NA,"leaf 3","above","leaf 3","DS10-leaf 3","DS",5157.995962,0.023627719,-16.15458543,0.404541741,NA,NA,"leaf",0.1117
"t3","DS10",NA,"leaf 4","above","leaf 4","DS10-leaf 4","DS",4168.863869,0.023320584,-16.23345068,0.371279679,NA,NA,"leaf",0.1249
"t3","DS10",NA,"leaf 5","above","leaf 5","DS10-leaf 5","DS",2830.515337,0.023218827,-16.27833774,0.354263793,NA,NA,"leaf",0.1251
"t3","DS10",NA,"leaf 6","above","leaf 6","DS10-leaf 6","DS",2431.465555,0.024390736,-16.40676991,0.362766995,NA,NA,"leaf",0.0947
"t3","DS10",NA,"leaf 7","above","leaf 7","DS10-leaf 7","DS",2360.735143,0.024323351,-16.35546514,0.371239065,NA,NA,"leaf",0.0871
"t3","DS10",NA,"leaf 8","above","leaf 8","DS10-leaf 8","DS",1922.562911,0.027351408,-16.37261749,0.407193611,NA,NA,"leaf",0.07
"t3","DS10",NA,"leaf 9","above","leaf 9","DS10-leaf 9","DS",2289.728572,0.023429754,-16.9719513,0.306456057,NA,NA,"leaf",0.1106
"t3","DS10",NA,"standing dead","above","standing dead","DS10-standing dead","DS",107.8412139,0.009707567,-15.51383444,0.351726235,NA,NA,"standing dead",3.8222
"t3","DS10",NA,"stems","above","stems","DS10-stems","DS",3672.867537,0.01241102,-15.78405264,0.347116433,NA,NA,"stems",1.7396
"t3","DS10",2,"coarse roots","0_2","coarse roots 2cm","DS10-coarse roots 2cm","DS",1006.361592,0.01023384,-14.69053037,0.353937594,157.08,0,"coarse roots",0.2488
"t3","DS10",2,"dead biomass","0_2","dead biomass 2cm","DS10-dead biomass 2cm","DS",43.58284007,0.009381449,-14.65909197,0.366203432,157.08,0,"dead biomass",6.076
"t3","DS10",2,"fine roots","0_2","fine roots 2cm","DS10-fine roots 2cm","DS",463.4196477,0.008231832,-14.13035508,0.325879312,157.08,0,"fine roots",0.0576
"t3","DS10",2,"rhizomes","0_2","rhizomes 2cm","DS10-rhizomes 2cm","DS",1132.313045,0.008811093,-15.06261528,0.34263654,157.08,0,"rhizomes",2.0024
"t3","DS10",5,"coarse roots","2_5","coarse roots 5cm","DS10-coarse roots 5cm","DS",1725.241212,0.009318685,-14.90937165,0.366997217,235.619,2,"coarse roots",0.5012
"t3","DS10",5,"dead biomass","2_5","dead biomass 5cm","DS10-dead biomass 5cm","DS",137.8162704,0.011261129,-14.59344513,0.396141948,235.619,2,"dead biomass",15.814
"t3","DS10",5,"fine roots","2_5","fine roots 5cm","DS10-fine roots 5cm","DS",2102.50931,0.009066073,-14.40899215,0.369341934,235.619,2,"fine roots",0.164
"t3","DS10",5,"rhizomes","2_5","rhizomes 5cm","DS10-rhizomes 5cm","DS",1009.037263,0.007530308,-15.41249212,0.374520486,235.619,2,"rhizomes",4.913
"t3","DS10",10,"coarse roots","5_10","coarse roots 10cm","DS10-coarse roots 10cm","DS",1257.281026,0.009335546,-15.1251476,0.343808719,392.699,5,"coarse roots",0.2358
"t3","DS10",10,"dead biomass","5_10","dead biomass 10cm","DS10-dead biomass 10cm","DS",54.47843831,0.009738616,-14.04254207,0.371329707,392.699,5,"dead biomass",19.172
"t3","DS10",10,"fine roots","5_10","fine roots 10cm","DS10-fine roots 10cm","DS",1148.57563,0.010387702,-14.95189989,0.346457717,392.699,5,"fine roots",0.1272
"t3","DS10",10,"rhizomes","5_10","rhizomes 10cm","DS10-rhizomes 10cm","DS",70.46003197,0.009774243,-15.68579383,0.34810308,392.699,5,"rhizomes",0.6734
"t3","DS10",15,"coarse roots","10_15","coarse roots 15cm","DS10-coarse roots 15cm","DS",2046.094138,0.013912935,-15.51474427,0.330274404,392.699,10,"coarse roots",0.0668
"t3","DS10",15,"dead biomass","10_15","dead biomass 15cm","DS10-dead biomass 15cm","DS",27.00848623,0.010033816,-13.56675067,0.391657838,392.699,10,"dead biomass",17.654
"t3","DS10",15,"fine roots","10_15","fine roots 15cm","DS10-fine roots 15cm","DS",944.3332897,0.010270428,-14.94635144,0.354948792,392.699,10,"fine roots",0.0808
"t0","DS15",30,"bulk sediment","20_30","bulk sediment 30cm","DS15-bulk sediment 30cm","DS",2.766725305,0.01077,-15.23395269,0.180202488,785.398,20,"bulk sediment",154.06
"t3","DS10",20,"coarse roots","15_20","coarse roots 20cm","DS10-coarse roots 20cm","DS",62.16200328,0.006193119,-14.81131324,0.287240692,392.699,15,"coarse roots",0.0258
"t3","DS10",20,"dead biomass","15_20","dead biomass 20cm","DS10-dead biomass 20cm","DS",14.25861504,0.011889191,-13.22216943,0.40000465,392.699,15,"dead biomass",11.44
"t3","DS10",20,"fine roots","15_20","fine roots 20cm","DS10-fine roots 20cm","DS",2049.725377,0.008038496,-14.42370095,0.358627459,392.699,15,"fine roots",0.0296
"t3","DS10",20,"rhizomes","15_20","rhizomes 20cm","DS10-rhizomes 20cm","DS",27.09575794,0.005117652,-14.5943152,0.329828339,392.699,15,"rhizomes",0.0692
"t3","DS10",30,"dead biomass","20_30","dead biomass 30cm","DS10-dead biomass 30cm","DS",10.18688379,0.009580015,-13.2579863,0.394719953,785.398,20,"dead biomass",32.72
"t3","DS10",30,"fine roots","20_30","fine roots 30cm","DS10-fine roots 30cm","DS",1872.3002,0.010285235,-13.97797181,0.33345877,785.398,20,"fine roots",0.014
"t1","DS11",NA,"dead leaf","above","dead leaf","DS11-dead leaf","DS",104.372526,0.01956,-15.61731741,0.354528295,NA,NA,"dead leaf",0.0379
"t1","DS11",NA,"decomp layer","above","decomp layer","DS11-decomp layer","DS",126.0913378,0.00945,-16.6104379,0.269642496,NA,NA,"decomp layer",0.3399
"t1","DS11",NA,"leaf 1","above","leaf 1","DS11-leaf 1","DS",2984.74532,0.02362,-15.75337334,0.36691698,NA,NA,"leaf",0.0289
"t1","DS11",NA,"leaf 2","above","leaf 2","DS11-leaf 2","DS",2772.009998,0.02372,-15.80993984,0.359785395,NA,NA,"leaf",0.0585
"t1","DS11",NA,"leaf 3","above","leaf 3","DS11-leaf 3","DS",3316.411657,0.02378,-15.89440997,0.378984718,NA,NA,"leaf",0.0894
"t1","DS11",NA,"leaf 4","above","leaf 4","DS11-leaf 4","DS",2894.625692,0.0244,-15.83608242,0.370426858,NA,NA,"leaf",0.0943
"t1","DS11",NA,"leaf 5","above","leaf 5","DS11-leaf 5","DS",1814.353238,0.02295,-15.76879199,0.37585173,NA,NA,"leaf",0.0762
"t1","DS11",NA,"leaf 6","above","leaf 6","DS11-leaf 6","DS",2077.010249,0.02179,-15.74190549,0.366523114,NA,NA,"leaf",0.0616
"t1","DS11",NA,"leaf 7","above","leaf 7","DS11-leaf 7","DS",2134.252439,0.02387,-15.82213352,0.371892736,NA,NA,"leaf",0.0466
"t1","DS11",NA,"leaf 8","above","leaf 8","DS11-leaf 8","DS",1181.000237,0.02111,-15.61069785,0.380910619,NA,NA,"leaf",0.0199
"t1","DS11",NA,"microbe mat","above","microbe mat","DS11-microbe mat","DS",434.8565613,0.02013,-18.61628312,0.238379514,NA,NA,"microbe mat",1.6255
"t1","DS11",NA,"standing dead","above","standing dead","DS11-standing dead","DS",11.35066468,0.00802,-15.21466877,0.351849004,NA,NA,"standing dead",4.4823
"t1","DS11",NA,"stems","above","stems","DS11-stems","DS",5924.091937,0.011115,-15.02734183,0.3629134095,NA,NA,"stems",1.335
"t1","DS11",2,"belowground stems","0_2","belowground stems","DS11-belowground stems","DS",2617.45,0.01379,-14.90094935,0.337814857,157.08,0,"stems",0.0697
"t1","DS11",2,"dead biomass","0_2","dead biomass 2cm","DS11-dead biomass 2cm","DS",275.2514823,0.01566,-15.90215074,0.332199654,157.08,0,"dead biomass",0.4028
"t1","DS11",2,"fine roots","0_2","fine roots 2cm","DS11-fine roots 2cm","DS",5881.732105,0.017831254,-15.38571212,0.369261265,157.08,0,"fine roots",0.0498
"t1","DS11",5,"coarse roots","2_5","coarse roots 5cm","DS11-coarse roots 5cm","DS",3950.04,0.00988,-14.76524836,0.330711382,235.619,2,"coarse roots",0.1112
"t1","DS11",5,"dead biomass","2_5","dead biomass 5cm","DS11-dead biomass 5cm","DS",1066.045532,0.0122,-15.20570406,0.353815836,235.619,2,"dead biomass",12.304
"t1","DS11",5,"fine roots","2_5","fine roots 5cm","DS11-fine roots 5cm","DS",9857.15,0.01219,-14.78650335,0.346124619,235.619,2,"fine roots",0.1102
"t1","DS11",5,"rhizomes","2_5","rhizomes 5cm","DS11-rhizomes 5cm","DS",1850.46,0.00971,-15.12688804,0.375476893,235.619,2,"rhizomes",4.793
"t1","DS11",10,"coarse roots","5_10","coarse roots 10cm","DS11-coarse roots 10cm","DS",1676.14,0.00848,-14.78596032,0.346300409,392.699,5,"coarse roots",0.2772
"t1","DS11",10,"dead biomass","5_10","dead biomass 10cm","DS11-dead biomass 10cm","DS",195.5180843,0.00953,-14.44223122,0.371869065,392.699,5,"dead biomass",23.15
"t1","DS11",10,"fine roots","5_10","fine roots 10cm","DS11-fine roots 10cm","DS",2615.47,0.00935,-14.46018906,0.311264208,392.699,5,"fine roots",0.2884
"t1","DS11",10,"rhizomes","5_10","rhizomes 10cm","DS11-rhizomes 10cm","DS",245.83,0.00734,-15.19594586,0.316571708,392.699,5,"rhizomes",4.918
